Tp,Hs,Uw,Op,D
7.5,2.930462415,4,2,7.62E-05
7.5,2.930462415,5,1,9.54E-05
7.5,2.930462415,5,2,7.44E-05
7.5,2.930462415,6,1,1.58E-04
7.5,2.930462415,6,2,7.14E-05
7.5,2.930462415,7,1,1.69E-04
7.5,2.930462415,7,2,6.9E-05
7.5,2.930462415,8,1,1.84E-04
7.5,2.930462415,8,2,6.72E-05
7.5,2.930462415,9,1,2.11E-04
7.5,2.930462415,9,2,6.06E-05
7.5,2.930462415,10,1,2.74E-04
7.5,2.930462415,10,2,6.36E-05
7.5,2.930462415,11,1,0.001672986
7.5,2.930462415,11,2,6.12E-05
7.5,2.930462415,12,1,0.001495242
7.5,2.930462415,12,2,6.06E-05
7.5,2.930462415,13,1,1.18E-04
7.5,2.930462415,13,2,5.86E-05
7.5,2.930462415,14,1,7.38E-05
7.5,2.930462415,14,2,5.63E-05
7.5,2.930462415,15,1,6.66E-05
7.5,2.930462415,15,2,5.48E-05
7.5,2.930462415,16,1,6.6E-05
7.5,2.930462415,16,2,4.91E-05
7.5,2.930462415,17,1,8.82E-05
7.5,2.930462415,17,2,5.2E-05
7.5,2.930462415,18,1,8.94E-05
7.5,2.930462415,18,2,5.29E-05
7.5,2.930462415,19,1,8.94E-05
7.5,2.930462415,19,2,5.5E-05
7.5,2.930462415,20,1,8.76E-05
7.5,2.930462415,20,2,4.88E-05
7.5,2.930462415,21,1,9.3E-05
7.5,2.930462415,21,2,4.93E-05
7.5,2.930462415,22,1,9.66E-05
7.5,2.930462415,22,2,4.96E-05
7.5,2.930462415,23,1,1.06E-04
7.5,2.930462415,23,2,4.44E-05
7.5,2.930462415,24,1,1.21E-04
7.5,2.930462415,24,2,5.11E-05
7.5,2.930462415,25,1,1.27E-04
7.5,2.930462415,25,2,5.02E-05
7.5,3.401727089,1,1,1.78E-05
7.5,3.401727089,1,2,NaN
7.5,3.401727089,2,1,1.78E-05
7.5,3.401727089,2,2,4.27E-05
7.5,3.401727089,3,1,2.17E-05
7.5,3.401727089,3,2,4.15E-05
7.5,3.401727089,4,1,5E-05
7.5,3.401727089,4,2,3.98E-05
7.5,3.401727089,5,1,6.42E-05
7.5,3.401727089,5,2,3.88E-05
7.5,3.401727089,6,1,1.14E-04
7.5,3.401727089,6,2,3.69E-05
7.5,3.401727089,7,1,1.25E-04
7.5,3.401727089,7,2,3.57E-05
7.5,3.401727089,8,1,1.37E-04
7.5,3.401727089,8,2,3.44E-05
7.5,3.401727089,9,1,1.66E-04
7.5,3.401727089,9,2,3.44E-05
7.5,3.401727089,10,1,2.22E-04
7.5,3.401727089,10,2,3.25E-05
7.5,3.401727089,11,1,0.00159933
7.5,3.401727089,11,2,3.13E-05
7.5,3.401727089,12,1,0.00144282
7.5,3.401727089,12,2,3.11E-05
7.5,3.401727089,13,1,9.42E-05
7.5,3.401727089,13,2,3.02E-05
7.5,3.401727089,14,1,5.84E-05
7.5,3.401727089,14,2,2.87E-05
7.5,3.401727089,15,1,5.3E-05
7.5,3.401727089,15,2,2.79E-05
7.5,3.401727089,16,1,5.26E-05
7.5,3.401727089,16,2,2.77E-05
7.5,3.401727089,17,1,7.32E-05
7.5,3.401727089,17,2,2.62E-05
7.5,3.401727089,18,1,7.44E-05
7.5,3.401727089,18,2,2.69E-05
7.5,3.401727089,19,1,7.5E-05
7.5,3.401727089,19,2,2.81E-05
7.5,3.401727089,20,1,7.32E-05
7.5,3.401727089,20,2,2.51E-05
7.5,3.401727089,21,1,7.74E-05
7.5,3.401727089,21,2,2.5E-05
7.5,3.401727089,22,1,8.1E-05
7.5,3.401727089,22,2,2.56E-05
7.5,3.401727089,23,1,9.12E-05
7.5,3.401727089,23,2,2.5E-05
7.5,3.401727089,24,1,1.04E-04
7.5,3.401727089,24,2,2.64E-05
7.5,3.401727089,25,1,1.1E-04
7.5,3.401727089,25,2,2.6E-05
7.5,3.865348623,1,1,NaN
7.5,3.865348623,1,2,NaN
7.5,3.865348623,2,1,NaN
7.5,3.865348623,2,2,NaN
7.5,3.865348623,3,1,NaN
7.5,3.865348623,3,2,NaN
7.5,3.865348623,4,1,NaN
7.5,3.865348623,4,2,NaN
7.5,3.865348623,5,1,NaN
7.5,3.865348623,5,2,NaN
7.5,3.865348623,6,1,NaN
7.5,3.865348623,6,2,NaN
7.5,3.865348623,7,1,NaN
7.5,3.865348623,7,2,NaN
7.5,3.865348623,8,1,NaN
7.5,3.865348623,8,2,NaN
7.5,3.865348623,9,1,NaN
7.5,3.865348623,9,2,NaN
7.5,3.865348623,10,1,NaN
7.5,3.865348623,10,2,NaN
7.5,3.865348623,11,1,NaN
7.5,3.865348623,11,2,NaN
7.5,3.865348623,12,1,NaN
7.5,3.865348623,12,2,NaN
7.5,3.865348623,13,1,NaN
7.5,3.865348623,13,2,NaN
7.5,3.865348623,14,1,NaN
7.5,3.865348623,14,2,NaN
7.5,3.865348623,15,1,NaN
7.5,3.865348623,15,2,NaN
7.5,3.865348623,16,1,NaN
7.5,3.865348623,16,2,NaN
7.5,3.865348623,17,1,NaN
7.5,3.865348623,17,2,NaN
7.5,3.865348623,18,1,NaN
7.5,3.865348623,18,2,NaN
7.5,3.865348623,19,1,NaN
7.5,3.865348623,19,2,NaN
7.5,3.865348623,20,1,NaN
7.5,3.865348623,20,2,NaN
7.5,3.865348623,21,1,NaN
7.5,3.865348623,21,2,NaN
7.5,3.865348623,22,1,NaN
7.5,3.865348623,22,2,NaN
7.5,3.865348623,23,1,NaN
7.5,3.865348623,23,2,NaN
7.5,3.865348623,24,1,NaN
7.5,3.865348623,24,2,NaN
7.5,3.865348623,25,1,NaN
7.5,3.865348623,25,2,NaN
7.5,NaN,1,1,5.72E-05
7.5,NaN,1,2,NaN
7.5,NaN,2,1,4.88E-05
7.5,NaN,2,2,1.37E-04
7.5,NaN,3,1,5.26E-05
7.5,NaN,3,2,1.32E-04
7.5,NaN,4,1,1.03E-04
7.5,NaN,4,2,1.28E-04
7.5,NaN,5,1,1.35E-04
7.5,NaN,5,2,1.25E-04
7.5,NaN,6,1,2.08E-04
7.5,NaN,6,2,1.2E-04
7.5,NaN,7,1,2.29E-04
7.5,NaN,7,2,9.96E-05
7.5,NaN,8,1,2.42E-04
7.5,NaN,8,2,1.13E-04
7.5,NaN,9,1,2.71E-04
7.5,NaN,9,2,1.06E-04
7.5,NaN,10,1,3.4E-04
7.5,NaN,10,2,1.07E-04
7.5,NaN,11,1,0.001778958
7.5,NaN,11,2,1.03E-04
7.5,NaN,12,1,0.001570506
7.5,NaN,12,2,1.04E-04
7.5,NaN,13,1,1.46E-04
7.5,NaN,13,2,1E-04
7.5,NaN,14,1,9.6E-05
7.5,NaN,14,2,9.6E-05
7.5,NaN,15,1,8.52E-05
7.5,NaN,15,2,9.42E-05
7.5,NaN,16,1,8.4E-05
7.5,NaN,16,2,9.18E-05
7.5,NaN,17,1,1.07E-04
7.5,NaN,17,2,8.94E-05
7.5,NaN,18,1,1.1E-04
7.5,NaN,18,2,9.12E-05
7.5,NaN,19,1,1.09E-04
7.5,NaN,19,2,9.36E-05
7.5,NaN,20,1,1.06E-04
7.5,NaN,20,2,8.04E-05
7.5,NaN,21,1,1.12E-04
7.5,NaN,21,2,8.46E-05
7.5,NaN,22,1,1.16E-04
7.5,NaN,22,2,8.46E-05
7.5,NaN,23,1,1.25E-04
7.5,NaN,23,2,8.58E-05
7.5,NaN,24,1,1.43E-04
7.5,NaN,24,2,8.64E-05
7.5,NaN,25,1,1.47E-04
7.5,NaN,25,2,8.34E-05
8,0.247495403,1,1,3.45E-09
8,0.247495403,1,2,NaN
8,0.247495403,2,1,1.68E-06
8,0.247495403,2,2,1.89E-09
8,0.247495403,3,1,2.26E-07
8,0.247495403,3,2,1.79E-09
8,0.247495403,4,1,1.95E-06
8,0.247495403,4,2,1.69E-09
8,0.247495403,5,1,2.89E-06
8,0.247495403,5,2,1.79E-09
8,0.247495403,6,1,2.03E-05
8,0.247495403,6,2,1.51E-09
8,0.247495403,7,1,2.3E-05
8,0.247495403,7,2,1.28E-09
8,0.247495403,8,1,3.74E-05
8,0.247495403,8,2,1.43E-09
8,0.247495403,9,1,5.81E-05
8,0.247495403,9,2,1.23E-09
8,0.247495403,10,1,1.09E-04
8,0.247495403,10,2,9.18E-10
8,0.247495403,11,1,0.001409238
8,0.247495403,11,2,9.54E-10
8,0.247495403,12,1,0.001288776
8,0.247495403,12,2,1.05E-09
8,0.247495403,13,1,3.73E-05
8,0.247495403,13,2,9.96E-10
8,0.247495403,14,1,2.21E-05
8,0.247495403,14,2,7.98E-10
8,0.247495403,15,1,2.1E-05
8,0.247495403,15,2,7.98E-10
8,0.247495403,16,1,2.21E-05
8,0.247495403,16,2,1.13E-09
8,0.247495403,17,1,3.56E-05
8,0.247495403,17,2,1.2E-09
8,0.247495403,18,1,3.56E-05
8,0.247495403,18,2,2.18E-09
8,0.247495403,19,1,3.8E-05
8,0.247495403,19,2,4.19E-09
8,0.247495403,20,1,4.06E-05
8,0.247495403,20,2,5.18E-09
8,0.247495403,21,1,4.35E-05
8,0.247495403,21,2,NaN
8,0.247495403,22,1,4.61E-05
8,0.247495403,22,2,9.96E-09
8,0.247495403,23,1,5.55E-05
8,0.247495403,23,2,1.61E-08
8,0.247495403,24,1,6.48E-05
8,0.247495403,24,2,3.03E-08
8,0.247495403,25,1,7.02E-05
8,0.247495403,25,2,4.42E-08
8,0.494959314,1,1,1.11E-08
8,0.494959314,1,2,NaN
8,0.494959314,2,1,1.83E-06
8,0.494959314,2,2,1.33E-08
8,0.494959314,3,1,3.41E-07
8,0.494959314,3,2,1.26E-08
8,0.494959314,4,1,2.26E-06
8,0.494959314,4,2,1.09E-08
8,0.494959314,5,1,3.49E-06
8,0.494959314,5,2,1.23E-08
8,0.494959314,6,1,2.15E-05
8,0.494959314,6,2,1.07E-08
8,0.494959314,7,1,2.46E-05
8,0.494959314,7,2,9.66E-09
8,0.494959314,8,1,3.86E-05
8,0.494959314,8,2,9.96E-09
8,0.494959314,9,1,6E-05
8,0.494959314,9,2,9.42E-09
8,0.494959314,10,1,1.11E-04
8,0.494959314,10,2,7.74E-09
8,0.494959314,11,1,0.001412196
8,0.494959314,11,2,7.62E-09
8,0.494959314,12,1,0.001292262
8,0.494959314,12,2,7.92E-09
8,0.494959314,13,1,3.81E-05
8,0.494959314,13,2,7.38E-09
8,0.494959314,14,1,2.26E-05
8,0.494959314,14,2,6.18E-09
8,0.494959314,15,1,2.12E-05
8,0.494959314,15,2,5.84E-09
8,0.494959314,16,1,2.22E-05
8,0.494959314,16,2,6.78E-09
8,0.494959314,17,1,3.65E-05
8,0.494959314,17,2,6.36E-09
8,0.494959314,18,1,3.65E-05
8,0.494959314,18,2,8.88E-09
8,0.494959314,19,1,3.88E-05
8,0.494959314,19,2,1.45E-08
8,0.494959314,20,1,4.11E-05
8,0.494959314,20,2,1.49E-08
8,0.494959314,21,1,4.42E-05
8,0.494959314,21,2,1.85E-08
8,0.494959314,22,1,4.67E-05
8,0.494959314,22,2,2.31E-08
8,0.494959314,23,1,5.6E-05
8,0.494959314,23,2,3.26E-08
8,0.494959314,24,1,6.54E-05
8,0.494959314,24,2,4.77E-08
8,0.494959314,25,1,7.08E-05
8,0.494959314,25,2,7.68E-08
8,0.989539947,1,1,5.69E-07
8,0.989539947,1,2,NaN
8,0.989539947,2,1,2.95E-06
8,0.989539947,2,2,1.31E-06
8,0.989539947,3,1,2.87E-06
8,0.989539947,3,2,1.27E-06
8,0.989539947,4,1,7.98E-06
8,0.989539947,4,2,1.22E-06
8,0.989539947,5,1,1.16E-05
8,0.989539947,5,2,1.2E-06
8,0.989539947,6,1,3.6E-05
8,0.989539947,6,2,1.12E-06
8,0.989539947,7,1,4.13E-05
8,0.989539947,7,2,1.06E-06
8,0.989539947,8,1,5.52E-05
8,0.989539947,8,2,1.03E-06
8,0.989539947,9,1,7.86E-05
8,0.989539947,9,2,1.03E-06
8,0.989539947,10,1,1.33E-04
8,0.989539947,10,2,9.24E-07
8,0.989539947,11,1,0.001448226
8,0.989539947,11,2,9.12E-07
8,0.989539947,12,1,0.001325214
8,0.989539947,12,2,9.12E-07
8,0.989539947,13,1,4.91E-05
8,0.989539947,13,2,8.76E-07
8,0.989539947,14,1,2.88E-05
8,0.989539947,14,2,7.92E-07
8,0.989539947,15,1,2.63E-05
8,0.989539947,15,2,7.74E-07
8,0.989539947,16,1,2.68E-05
8,0.989539947,16,2,7.74E-07
8,0.989539947,17,1,4.47E-05
8,0.989539947,17,2,7.14E-07
8,0.989539947,18,1,4.46E-05
8,0.989539947,18,2,7.68E-07
8,0.989539947,19,1,4.64E-05
8,0.989539947,19,2,8.76E-07
8,0.989539947,20,1,4.75E-05
8,0.989539947,20,2,7.92E-07
8,0.989539947,21,1,5.11E-05
8,0.989539947,21,2,8.16E-07
8,0.989539947,22,1,5.37E-05
8,0.989539947,22,2,8.76E-07
8,0.989539947,23,1,6.3E-05
8,0.989539947,23,2,9.3E-07
8,0.989539947,24,1,7.38E-05
8,0.989539947,24,2,1.04E-06
8,0.989539947,25,1,7.86E-05
8,0.989539947,25,2,1.18E-06
8,1.483193988,1,1,1.06E-07
8,1.483193988,1,2,NaN
8,1.483193988,2,1,2E-06
8,1.483193988,2,2,2.09E-07
8,1.483193988,3,1,1.04E-06
8,1.483193988,3,2,2.01E-07
8,1.483193988,4,1,3.94E-06
8,1.483193988,4,2,1.93E-07
8,1.483193988,5,1,6.12E-06
8,1.483193988,5,2,1.91E-07
8,1.483193988,6,1,2.63E-05
8,1.483193988,6,2,1.75E-07
8,1.483193988,7,1,3.07E-05
8,1.483193988,7,2,1.64E-07
8,1.483193988,8,1,4.4E-05
8,1.483193988,8,2,1.63E-07
8,1.483193988,9,1,6.72E-05
8,1.483193988,9,2,1.61E-07
8,1.483193988,10,1,1.19E-04
8,1.483193988,10,2,1.42E-07
8,1.483193988,11,1,0.001424592
8,1.483193988,11,2,1.39E-07
8,1.483193988,12,1,0.001305414
8,1.483193988,12,2,1.4E-07
8,1.483193988,13,1,4.21E-05
8,1.483193988,13,2,1.32E-07
8,1.483193988,14,1,2.47E-05
8,1.483193988,14,2,1.18E-07
8,1.483193988,15,1,2.29E-05
8,1.483193988,15,2,1.13E-07
8,1.483193988,16,1,2.36E-05
8,1.483193988,16,2,1.17E-07
8,1.483193988,17,1,3.98E-05
8,1.483193988,17,2,1.04E-07
8,1.483193988,18,1,3.97E-05
8,1.483193988,18,2,1.22E-07
8,1.483193988,19,1,4.17E-05
8,1.483193988,19,2,1.54E-07
8,1.483193988,20,1,4.36E-05
8,1.483193988,20,2,1.43E-07
8,1.483193988,21,1,4.69E-05
8,1.483193988,21,2,1.55E-07
8,1.483193988,22,1,4.93E-05
8,1.483193988,22,2,1.73E-07
8,1.483193988,23,1,5.86E-05
8,1.483193988,23,2,1.69E-07
8,1.483193988,24,1,6.84E-05
8,1.483193988,24,2,1.93E-07
8,1.483193988,25,1,7.38E-05
8,1.483193988,25,2,3.11E-07
8,1.975255547,1,1,5.9E-06
8,1.975255547,1,2,NaN
8,1.975255547,2,1,9.36E-06
8,1.975255547,2,2,1.47E-05
8,1.975255547,3,1,1.09E-05
8,1.975255547,3,2,1.42E-05
8,1.975255547,4,1,2.78E-05
8,1.975255547,4,2,1.36E-05
8,1.975255547,5,1,3.61E-05
8,1.975255547,5,2,1.33E-05
8,1.975255547,6,1,7.26E-05
8,1.975255547,6,2,1.25E-05
8,1.975255547,7,1,8.04E-05
8,1.975255547,7,2,1.2E-05
8,1.975255547,8,1,9.54E-05
8,1.975255547,8,2,1.15E-05
8,1.975255547,9,1,1.22E-04
8,1.975255547,9,2,1.16E-05
8,1.975255547,10,1,1.78E-04
8,1.975255547,10,2,1.08E-05
8,1.975255547,11,1,0.001522872
8,1.975255547,11,2,1.04E-05
8,1.975255547,12,1,0.001385484
8,1.975255547,12,2,1.04E-05
8,1.975255547,13,1,7.2E-05
8,1.975255547,13,2,1.01E-05
8,1.975255547,14,1,4.36E-05
8,1.975255547,14,2,9.36E-06
8,1.975255547,15,1,3.91E-05
8,1.975255547,15,2,9.12E-06
8,1.975255547,16,1,3.91E-05
8,1.975255547,16,2,9.12E-06
8,1.975255547,17,1,5.95E-05
8,1.975255547,17,2,8.4E-06
8,1.975255547,18,1,6E-05
8,1.975255547,18,2,8.7E-06
8,1.975255547,19,1,6.06E-05
8,1.975255547,19,2,9.36E-06
8,1.975255547,20,1,6.06E-05
8,1.975255547,20,2,8.1E-06
8,1.975255547,21,1,6.48E-05
8,1.975255547,21,2,8.22E-06
8,1.975255547,22,1,6.78E-05
8,1.975255547,22,2,8.52E-06
8,1.975255547,23,1,7.74E-05
8,1.975255547,23,2,8.64E-06
8,1.975255547,24,1,8.94E-05
8,1.975255547,24,2,9.12E-06
8,1.975255547,25,1,9.48E-05
8,1.975255547,25,2,9E-06
8,2.464961654,1,1,2.05E-06
8,2.464961654,1,2,NaN
8,2.464961654,2,1,4.9E-06
8,2.464961654,2,2,5.03E-06
8,2.464961654,3,1,6E-06
8,2.464961654,3,2,4.87E-06
8,2.464961654,4,1,1.57E-05
8,2.464961654,4,2,4.65E-06
8,2.464961654,5,1,2.14E-05
8,2.464961654,5,2,4.56E-06
8,2.464961654,6,1,5.14E-05
8,2.464961654,6,2,4.28E-06
8,2.464961654,7,1,5.78E-05
8,2.464961654,7,2,4.09E-06
8,2.464961654,8,1,7.2E-05
8,2.464961654,8,2,3.38E-06
8,2.464961654,9,1,9.72E-05
8,2.464961654,9,2,3.98E-06
8,2.464961654,10,1,1.52E-04
8,2.464961654,10,2,3.66E-06
8,2.464961654,11,1,0.001480722
8,2.464961654,11,2,3.55E-06
8,2.464961654,12,1,0.00135183
8,2.464961654,12,2,3.55E-06
8,2.464961654,13,1,5.92E-05
8,2.464961654,13,2,3.42E-06
8,2.464961654,14,1,3.52E-05
8,2.464961654,14,2,3.13E-06
8,2.464961654,15,1,3.16E-05
8,2.464961654,15,2,3.06E-06
8,2.464961654,16,1,3.2E-05
8,2.464961654,16,2,3.05E-06
8,2.464961654,17,1,5.14E-05
8,2.464961654,17,2,2.8E-06
8,2.464961654,18,1,5.15E-05
8,2.464961654,18,2,2.95E-06
8,2.464961654,19,1,5.27E-05
8,2.464961654,19,2,3.25E-06
8,2.464961654,20,1,5.33E-05
8,2.464961654,20,2,2.87E-06
8,2.464961654,21,1,5.71E-05
8,2.464961654,21,2,2.91E-06
8,2.464961654,22,1,5.99E-05
8,2.464961654,22,2,3.08E-06
8,2.464961654,23,1,6.96E-05
8,2.464961654,23,2,3.16E-06
8,2.464961654,24,1,8.04E-05
8,2.464961654,24,2,3.4E-06
8,2.464961654,25,1,8.58E-05
8,2.464961654,25,2,3.61E-06
8,2.951526575,1,1,3.28E-05
8,2.951526575,1,2,NaN
8,2.951526575,2,1,2.99E-05
8,2.951526575,2,2,7.98E-05
8,2.951526575,3,1,3.06E-05
8,2.951526575,3,2,7.68E-05
8,2.951526575,4,1,6.72E-05
8,2.951526575,4,2,7.38E-05
8,2.951526575,5,1,8.76E-05
8,2.951526575,5,2,7.2E-05
8,2.951526575,6,1,1.44E-04
8,2.951526575,6,2,6.9E-05
8,2.951526575,7,1,1.55E-04
8,2.951526575,7,2,6.66E-05
8,2.951526575,8,1,1.67E-04
8,2.951526575,8,2,6.42E-05
8,2.951526575,9,1,1.97E-04
8,2.951526575,9,2,6.42E-05
8,2.951526575,10,1,2.57E-04
8,2.951526575,10,2,6.12E-05
8,2.951526575,11,1,0.001647102
8,2.951526575,11,2,4.59E-05
8,2.951526575,12,1,0.001484628
8,2.951526575,12,2,5.87E-05
8,2.951526575,13,1,1.1E-04
8,2.951526575,13,2,5.72E-05
8,2.951526575,14,1,6.9E-05
8,2.951526575,14,2,5.41E-05
8,2.951526575,15,1,6.24E-05
8,2.951526575,15,2,5.29E-05
8,2.951526575,16,1,6.12E-05
8,2.951526575,16,2,5.12E-05
8,2.951526575,17,1,8.28E-05
8,2.951526575,17,2,4.98E-05
8,2.951526575,18,1,8.46E-05
8,2.951526575,18,2,5.06E-05
8,2.951526575,19,1,8.52E-05
8,2.951526575,19,2,5.24E-05
8,2.951526575,20,1,8.28E-05
8,2.951526575,20,2,4.63E-05
8,2.951526575,21,1,8.76E-05
8,2.951526575,21,2,4.64E-05
8,2.951526575,22,1,9.18E-05
8,2.951526575,22,2,4.66E-05
8,2.951526575,23,1,1.01E-04
8,2.951526575,23,2,4.72E-05
8,2.951526575,24,1,1.16E-04
8,2.951526575,24,2,4.87E-05
8,2.951526575,25,1,1.22E-04
8,2.951526575,25,2,4.77E-05
8,3.433405683,1,1,1.52E-05
8,3.433405683,1,2,NaN
8,3.433405683,2,1,1.73E-05
8,3.433405683,2,2,3.72E-05
8,3.433405683,3,1,1.83E-05
8,3.433405683,3,2,3.61E-05
8,3.433405683,4,1,4.46E-05
8,3.433405683,4,2,3.46E-05
8,3.433405683,5,1,5.75E-05
8,3.433405683,5,2,3.4E-05
8,3.433405683,6,1,1.03E-04
8,3.433405683,6,2,3.21E-05
8,3.433405683,7,1,1.12E-04
8,3.433405683,7,2,3.1E-05
8,3.433405683,8,1,1.27E-04
8,3.433405683,8,2,3E-05
8,3.433405683,9,1,1.55E-04
8,3.433405683,9,2,3.01E-05
8,3.433405683,10,1,2.12E-04
8,3.433405683,10,2,2.82E-05
8,3.433405683,11,1,0.001577502
8,3.433405683,11,2,2.72E-05
8,3.433405683,12,1,0.001430472
8,3.433405683,12,2,2.71E-05
8,3.433405683,13,1,8.88E-05
8,3.433405683,13,2,2.64E-05
8,3.433405683,14,1,5.45E-05
8,3.433405683,14,2,2.48E-05
8,3.433405683,15,1,4.94E-05
8,3.433405683,15,2,2.41E-05
8,3.433405683,16,1,4.84E-05
8,3.433405683,16,2,2.39E-05
8,3.433405683,17,1,6.96E-05
8,3.433405683,17,2,2.25E-05
8,3.433405683,18,1,7.08E-05
8,3.433405683,18,2,2.3E-05
8,3.433405683,19,1,7.08E-05
8,3.433405683,19,2,2.42E-05
8,3.433405683,20,1,7.02E-05
8,3.433405683,20,2,2.11E-05
8,3.433405683,21,1,7.44E-05
8,3.433405683,21,2,2.11E-05
8,3.433405683,22,1,7.8E-05
8,3.433405683,22,2,2.15E-05
8,3.433405683,23,1,8.82E-05
8,3.433405683,23,2,2.19E-05
8,3.433405683,24,1,1.01E-04
8,3.433405683,24,2,2.27E-05
8,3.433405683,25,1,1.07E-04
8,3.433405683,25,2,2.24E-05
8,3.909651827,1,1,1.07E-04
8,3.909651827,1,2,NaN
8,3.909651827,2,1,8.52E-05
8,3.909651827,2,2,2.53E-04
8,3.909651827,3,1,7.56E-05
8,3.909651827,3,2,2.45E-04
8,3.909651827,4,1,1.35E-04
8,3.909651827,4,2,2.37E-04
8,3.909651827,5,1,1.81E-04
8,3.909651827,5,2,2.32E-04
8,3.909651827,6,1,2.64E-04
8,3.909651827,6,2,2.23E-04
8,3.909651827,7,1,2.92E-04
8,3.909651827,7,2,2.15E-04
8,3.909651827,8,1,3.02E-04
8,3.909651827,8,2,2.11E-04
8,3.909651827,9,1,3.44E-04
8,3.909651827,9,2,2.09E-04
8,3.909651827,10,1,4.11E-04
8,3.909651827,10,2,2.01E-04
8,3.909651827,11,1,0.001837332
8,3.909651827,11,2,1.95E-04
8,3.909651827,12,1,0.001633038
8,3.909651827,12,2,1.93E-04
8,3.909651827,13,1,1.76E-04
8,3.909651827,13,2,1.88E-04
8,3.909651827,14,1,1.16E-04
8,3.909651827,14,2,1.79E-04
8,3.909651827,15,1,1.04E-04
8,3.909651827,15,2,1.76E-04
8,3.909651827,16,1,1.01E-04
8,3.909651827,16,2,1.72E-04
8,3.909651827,17,1,1.25E-04
8,3.909651827,17,2,1.68E-04
8,3.909651827,18,1,1.27E-04
8,3.909651827,18,2,1.65E-04
8,3.909651827,19,1,1.3E-04
8,3.909651827,19,2,1.7E-04
8,3.909651827,20,1,1.24E-04
8,3.909651827,20,2,1.56E-04
8,3.909651827,21,1,1.33E-04
8,3.909651827,21,2,1.55E-04
8,3.909651827,22,1,1.35E-04
8,3.909651827,22,2,1.54E-04
8,3.909651827,23,1,1.45E-04
8,3.909651827,23,2,1.55E-04
8,3.909651827,24,1,1.64E-04
8,3.909651827,24,2,1.57E-04
8,3.909651827,25,1,1.68E-04
8,3.909651827,25,2,1.5E-04
8,4.380098247,1,1,6.36E-05
8,4.380098247,1,2,NaN
8,4.380098247,2,1,5.36E-05
8,4.380098247,2,2,1.57E-04
8,4.380098247,3,1,4.94E-05
8,4.380098247,3,2,1.51E-04
8,4.380098247,4,1,9.84E-05
8,4.380098247,4,2,1.46E-04
8,4.380098247,5,1,1.28E-04
8,4.380098247,5,2,1.42E-04
8,4.380098247,6,1,1.97E-04
8,4.380098247,6,2,1.36E-04
8,4.380098247,7,1,2.15E-04
8,4.380098247,7,2,1.31E-04
8,4.380098247,8,1,2.24E-04
8,4.380098247,8,2,1.28E-04
8,4.380098247,9,1,2.6E-04
8,4.380098247,9,2,1.23E-04
8,4.380098247,10,1,3.22E-04
8,4.380098247,10,2,1.22E-04
8,4.380098247,11,1,0.00172953
8,4.380098247,11,2,1.18E-04
8,4.380098247,12,1,0.001559886
8,4.380098247,12,2,1.18E-04
8,4.380098247,13,1,1.39E-04
8,4.380098247,13,2,1.15E-04
8,4.380098247,14,1,9E-05
8,4.380098247,14,2,1.09E-04
8,4.380098247,15,1,8.16E-05
8,4.380098247,15,2,1.06E-04
8,4.380098247,16,1,7.92E-05
8,4.380098247,16,2,1.04E-04
8,4.380098247,17,1,1.02E-04
8,4.380098247,17,2,1.01E-04
8,4.380098247,18,1,1.03E-04
8,4.380098247,18,2,1.01E-04
8,4.380098247,19,1,1.05E-04
8,4.380098247,19,2,1.04E-04
8,4.380098247,20,1,1.01E-04
8,4.380098247,20,2,9.36E-05
8,4.380098247,21,1,1.07E-04
8,4.380098247,21,2,9.3E-05
8,4.380098247,22,1,1.11E-04
8,4.380098247,22,2,9.3E-05
8,4.380098247,23,1,1.2E-04
8,4.380098247,23,2,9.42E-05
8,4.380098247,24,1,1.37E-04
8,4.380098247,24,2,9.54E-05
8,4.380098247,25,1,1.43E-04
8,4.380098247,25,2,9.24E-05
8,NaN,1,1,NaN
8,NaN,1,2,NaN
8,NaN,2,1,NaN
8,NaN,2,2,NaN
8,NaN,3,1,NaN
8,NaN,3,2,NaN
8,NaN,4,1,NaN
8,NaN,4,2,NaN
8,NaN,5,1,NaN
8,NaN,5,2,NaN
8,NaN,6,1,NaN
8,NaN,6,2,NaN
8,NaN,7,1,NaN
8,NaN,7,2,NaN
8,NaN,8,1,NaN
8,NaN,8,2,NaN
8,NaN,9,1,NaN
8,NaN,9,2,NaN
8,NaN,10,1,NaN
8,NaN,10,2,NaN
8,NaN,11,1,NaN
8,NaN,11,2,NaN
8,NaN,12,1,NaN
8,NaN,12,2,NaN
8,NaN,13,1,NaN
8,NaN,13,2,NaN
8,NaN,14,1,NaN
8,NaN,14,2,NaN
8,NaN,15,1,NaN
8,NaN,15,2,NaN
8,NaN,16,1,NaN
8,NaN,16,2,NaN
8,NaN,17,1,NaN
8,NaN,17,2,NaN
8,NaN,18,1,NaN
8,NaN,18,2,NaN
8,NaN,19,1,NaN
8,NaN,19,2,NaN
8,NaN,20,1,NaN
8,NaN,20,2,NaN
8,NaN,21,1,NaN
8,NaN,21,2,NaN
8,NaN,22,1,NaN
8,NaN,22,2,NaN
8,NaN,23,1,NaN
8,NaN,23,2,NaN
8,NaN,24,1,NaN
8,NaN,24,2,NaN
8,NaN,25,1,NaN
8,NaN,25,2,NaN
8.5,0.247880144,1,1,2.75E-09
8.5,0.247880144,1,2,NaN
8.5,0.247880144,2,1,1.48E-06
